PID,Address,LotArea,FullBath,BedroomAbvGr,finishedsqft,DateSold,MoSold,YrSold,price,Neighborhood,totalrooms,BldgType,YrBuilt, zestimate ,zindexvalue,Zipcode,Longitude,Latitude
613,1150 Bowdoin St,2996,1,3,924,11/16/2015,11,2015,770000,Portola,7,SingleFamily,1951,"810,876.00","888,400",94134,-122.409051,37.72152
614,300 Berry St UNIT 1212,41861,2,2,966,11/16/2015,11,2015,1230000,South of Market,5,Condominium,2009,"1,223,892.00","975,700",94158,-122.39624,37.773929
615,1839 15th St APT 356,45288,1,1,897,11/13/2015,11,2015,853000,Mission,3,Condominium,1983,"853,621.00","1,185,400",94103,-122.424915,37.765474
616,425 14th St APT 4,3250,2.5,2,1328,11/13/2015,11,2015,1500000,Mission,6,Condominium,2001,"1,415,981.00","1,185,400",94103,-122.422803,37.767836
617,2548 Hyde St,9192,1.5,3,1362,11/13/2015,11,2015,1535000,Russian Hill,6,Condominium,1908,"1,482,594.00","1,630,000",94109,-122.420036,37.804429
618,955 Excelsior Ave,2495,4,4,2134,11/13/2015,11,2015,1150000,Excelsior,7,SingleFamily,2005,"1,101,281.00","767,600",94112,-122.425573,37.722655
619,849 Sanchez St,2212,3.5,3,2935,11/13/2015,11,2015,4100000,Eureka Valley - Dolores Heights - Castro,9,SingleFamily,1938,"4,247,389.00","1,744,100",94114,-122.429819,37.75572
620,724A Masonic Ave # A,0,1,1,420,2/28/2014,2,2014,412000,North Panhandle,2,Condominium,1912,"612,282.00","1,231,800",94117,-122.445869,37.774444
621,286 27th Ave,1746,1,2,1367,11/13/2015,11,2015,950000,Lake,5,Condominium,1924,"1,061,669.00","2,244,500",94121,-122.48693,37.784078
622,1351 10th Ave,2996,1,2,1152,11/13/2015,11,2015,1665000,Inner Sunset,5,SingleFamily,1940,"1,543,221.00","1,357,900",94122,-122.467642,37.76301
623,1027 Ingerson Ave,2500,2,3,1430,11/13/2015,11,2015,375000,Bayview,7,SingleFamily,1929,"662,438.00","731,900",94124,-122.393725,37.719206
624,1939 Quesada Ave,2861,1.5,2,875,11/13/2015,11,2015,705000,Silver Terrace,4,SingleFamily,1947,"634,420.00","736,700",94124,-122.396123,37.735715
625,112 Chenery St,1940,2,3,1235,11/13/2015,11,2015,1680000,Glen Park,5,SingleFamily,1927,"1,597,972.00","1,660,200",94131,-122.425828,37.73954
626,1533 Sutter St,2750,7.5,6,7375,11/12/2015,11,2015,5530000,Lower Pacific Heights,16,SingleFamily,1890,"5,665,944.00","1,178,700",94109,-122.426481,37.786658
627,819 Francisco St,3953,3.5,2,2040,11/12/2015,11,2015,5600000,Russian Hill,7,SingleFamily,1976,"4,681,672.00","1,630,000",94109,-122.419055,37.803728
628,979 Dolores St,2948,2,3,1405,11/12/2015,11,2015,1875000,Mission,7,Condominium,1907,"1,764,543.00","1,185,400",94110,-122.424926,37.753745
629,265 Minerva St,3123,1.5,2,967,11/12/2015,11,2015,659000,Oceanview,5,SingleFamily,1940,"728,213.00","762,700",94112,-122.461202,37.715491
630,886 30th Ave,2375,3,2,1990,11/12/2015,11,2015,1380000,Central Richmond,6,SingleFamily,1929,"1,436,639.00","1,485,300",94121,-122.48928,37.772625
631,255 Corona St,8398,3,3,3027,11/12/2015,11,2015,2105000,Ingleside Terrace,8,SingleFamily,1922,"2,545,658.00","1,624,900",94127,-122.467069,37.726278
632,135 Red Rock Way APT 112L,6959,1,1,830,11/12/2015,11,2015,685000,Diamond Heights,3,Condominium,1972,"654,903.00","1,098,500",94131,-122.441968,37.746221
633,1907 Leavenworth St APT 8,5472,1,2,956,11/12/2015,11,2015,908000,Russian Hill,5,Condominium,1907,"978,585.00","1,630,000",94133,-122.4175,37.798645
634,8 Octavia St,0,2,2,1001,3/13/2015,3,2015,2599000,Hayes Valley,5,Condominium,2014,"1,105,508.00","1,224,800",94102,-122.423362,37.772548
635,50 Lansing St UNIT 313,20082,1,1,789,11/10/2015,11,2015,845000,South Beach,4,Condominium,2006,"856,453.00","1,286,900",94105,-122.394291,37.786148
636,77 Dow Pl APT 507,18962,2,1,1075,11/10/2015,11,2015,950000,Yerba Buena,4,Condominium,2002,"968,280.00","1,006,900",94107,-122.396605,37.784195
637,250 King St UNIT 746,213232,2,2,1083,11/10/2015,11,2015,1110000,South of Market,4,Condominium,2004,"1,141,743.00","975,700",94107,-122.39343,37.777645
638,1950 Gough St APT 405,8284,1,1,950,11/10/2015,11,2015,1095000,Pacific Heights,4,Condominium,1926,"1,099,516.00","1,910,700",94109,-122.425677,37.791558
639,199 Tiffany Ave APT 202,25598,2,2,1118,11/10/2015,11,2015,1190000,Bernal Heights,5,Condominium,2004,"1,129,816.00","1,248,000",94110,-122.42134,37.744274
640,3709 25th St,1300,1,2,1160,11/10/2015,11,2015,1375000,Mission,5,SingleFamily,1925,"1,093,236.00","1,185,400",94110,-122.423153,37.750214
641,284 Howth St,2247,1,2,1280,11/10/2015,11,2015,718000,Ingleside,5,SingleFamily,1930,"846,288.00","814,200",94112,-122.451772,37.719944
642,456 Elizabeth St,2905,2,2,1410,11/10/2015,11,2015,2250000,Noe Valley,5,SingleFamily,1934,"2,389,137.00","1,782,000",94114,-122.431083,37.752523
643,168 Jersey St,2848,4.5,4,1140,11/10/2015,11,2015,5700000,Noe Valley,5,SingleFamily,1900,"1,911,047.00","1,782,000",94114,-122.428983,37.751043
644,131 Wilmot St,757,1,2,828,11/10/2015,11,2015,1271500,Lower Pacific Heights,5,SingleFamily,1900,"1,028,685.00","1,178,700",94115,-122.43483,37.787245
645,1970 Scott St # 4,3605,2,2,1386,11/10/2015,11,2015,1461500,Lower Pacific Heights,5,Condominium,1978,"1,524,630.00","1,178,700",94115,-122.438498,37.788019
646,706 Haight St,2406,2,2,1463,11/10/2015,11,2015,1675000,Hayes Valley,5,Condominium,1997,"1,590,582.00","1,224,800",94117,-122.43405,37.771865
647,1641 Green St,4120,4,4,2442,11/10/2015,11,2015,4150000,Pacific Heights,7,SingleFamily,1940,"4,288,480.00","1,910,700",94123,-122.426092,37.797039
648,1546 Innes Ave,2500,2,2,1629,11/10/2015,11,2015,665000,Bayview,7,SingleFamily,1938,"747,094.00","731,900",94124,-122.387681,37.739068
649,61 Pinehurst Way,3097,3,5,2730,11/10/2015,11,2015,1450000,Mount Davidson Manor,9,SingleFamily,1928,"1,571,592.00","1,378,600",94127,-122.4654,37.727776
650,154 Yerba Buena Ave,3962,1.5,2,1700,11/10/2015,11,2015,2050000,St. Francis Wood,6,SingleFamily,1922,"2,068,944.00","3,056,100",94127,-122.462007,37.736032
651,397 Valley St,1823,1,2,931,11/10/2015,11,2015,1125000,Noe Valley,5,Condominium,1950,"1,104,335.00","1,782,000",94131,-122.4309,37.744121
652,1793 Sanchez St,3123,4,4,2110,11/10/2015,11,2015,2257000,Glen Park,8,SingleFamily,1900,"2,068,513.00","1,660,200",94131,-122.428447,37.740271
653,43 Everson St,5127,3.5,6,4305,11/10/2015,11,2015,2350000,Glen Park,10,SingleFamily,1965,"4,032,493.00","1,660,200",94131,-122.430068,37.738321
654,229 Brannan St UNIT 9J,82966,2,2,1412,11/9/2015,11,2015,1850000,South Beach,5,Condominium,2001,"1,957,023.00","1,286,900",94107,-122.390364,37.782575
655,715 Amazon Ave,2321,2.5,3,2146,11/9/2015,11,2015,1300000,Excelsior,8,SingleFamily,1922,"1,057,574.00","767,600",94112,-122.434045,37.715135
656,62 Havelock St,4504,4.5,4,3500,11/9/2015,11,2015,1600000,Mission Terrace,11,SingleFamily,1923,"1,760,479.00","992,600",94112,-122.442809,37.727044
657,2439 44th Ave,2996,1,2,962,11/9/2015,11,2015,950000,Outer Parkside,4,SingleFamily,1947,"779,336.00","981,900",94116,-122.502753,37.741095
658,640 Teresita Blvd,2230,2,3,1868,11/9/2015,11,2015,1650000,Miraloma Park,7,SingleFamily,1940,"1,568,070.00","1,250,700",94127,-122.446003,37.736655
659,14 Hearst Ave,2809,1,2,1260,11/9/2015,11,2015,1175000,Sunnyside,6,SingleFamily,1939,"1,118,488.00","1,038,200",94131,-122.438814,37.730982
660,8 Addison St,4392,2.5,3,1655,11/9/2015,11,2015,1700000,Glen Park,6,SingleFamily,1965,"2,036,835.00","1,660,200",94131,-122.429828,37.738047
661,750 2nd St # 801,0,2.5,2,1960,11/6/2015,11,2015,2750000,South Beach,5,Condominium,2012,"2,905,872.00","1,286,900",94107,-122.390274,37.780006
662,1177 California St APT 1414,31662,2.5,2,1399,11/6/2015,11,2015,1400000,Downtown,4,Mobile,1978,"1,661,990.00","807,800",94108,-122.413658,37.791089
663,15 Prospect Ave,3500,4,4,1925,11/6/2015,11,2015,950000,Bernal Heights,12,Duplex,1900,"1,855,292.00","1,248,000",94110,-122.417366,37.745144
664,3451 18th St,2125,1,3,1200,11/6/2015,11,2015,1200000,Mission,5,Condominium,1916,"1,176,696.00","1,185,400",94110,-122.420494,37.761561
665,3663 Folsom St,1746,4,3,1267,11/6/2015,11,2015,2070000,Bernal Heights,7,SingleFamily,1962,"1,884,343.00","1,248,000",94110,-122.413101,37.740501
666,139 Lobos St,3125,1,2,781,11/6/2015,11,2015,495000,Oceanview,4,SingleFamily,1946,"638,053.00","762,700",94112,-122.45725,37.714666
667,44 Holloway Ave,2500,1,2,878,11/18/2015,11,2015,638500,Ingleside,5,SingleFamily,1901,"795,518.00","814,200",94112,-122.453855,37.722072
668,1301 Waller St # A,0,1,1,634,11/6/2015,11,2015,710000,Haight-Ashbury,2,Condominium,1908,"704,140.00","1,369,500",94117,-122.445228,37.769058
669,2915 Judah St,2500,1,2,800,11/6/2015,11,2015,760000,Central Sunset,4,SingleFamily,1944,"825,681.00","1,125,700",94122,-122.493414,37.760729
670,1491 Palou Ave,2495,2,3,1170,11/6/2015,11,2015,830000,Bayview,5,SingleFamily,1925,"812,034.00","731,900",94124,-122.389021,37.732604
671,926 Teresita Blvd,4068,1,3,1381,11/6/2015,11,2015,1551000,Miraloma Park,5,SingleFamily,1939,"1,167,684.00","1,250,700",94127,-122.446667,37.734383
672,231 Mangels Ave,2813,2,3,1354,11/10/2015,11,2015,1400000,Sunnyside,6,SingleFamily,1957,"1,392,364.00","1,038,200",94131,-122.442869,37.732878
673,650 2nd St UNIT 304,10238,1.5,1,1798,11/5/2015,11,2015,1475000,South Beach,2,Condominium,1996,"1,586,436.00","1,286,900",94107,-122.391555,37.78096
674,227-229 Precita Ave,2504,2,3,2250,11/5/2015,11,2015,522000,Bernal Heights,9,MultiFamily2To4,1924,"1,337,806.00","1,248,000",94110,-122.415584,37.747661
675,570 Lisbon St,2500,3,2,2253,11/5/2015,11,2015,800000,Excelsior,13,SingleFamily,1922,"878,472.00","767,600",94112,-122.435866,37.719463
676,2209 Pacific Ave,4464,8.5,5,5894,11/5/2015,11,2015,9950000,Pacific Heights,11,SingleFamily,1915,"10,232,127.00","1,910,700",94115,-122.431918,37.793434
677,2259 28th Ave,3504,1,3,2228,11/5/2015,11,2015,1055000,Parkside,8,SingleFamily,1939,"1,091,438.00","1,112,900",94116,-122.485847,37.745247
678,2287 16th Ave,2916,2,4,2230,11/5/2015,11,2015,1250000,Inner Parkside,8,SingleFamily,1926,"1,373,892.00","1,318,200",94116,-122.473123,37.745324
679,2829-2831 Pierce St,3807,4,6,3766,11/5/2015,11,2015,2750000,Cow Hollow,12,MultiFamily2To4,1949,"4,466,965.00","2,151,200",94123,-122.439036,37.796168
680,172 Cervantes Blvd,2500,3.5,4,2500,11/5/2015,11,2015,4250000,Marina,8,SingleFamily,1926,"4,354,314.00","2,186,800",94123,-122.440202,37.804874
681,231 Molimo Dr,2504,2,3,1060,11/5/2015,11,2015,1010000,Miraloma Park,5,SingleFamily,1952,"1,029,036.00","1,250,700",94127,-122.449969,37.736611
682,857 Colby St,2996,1,2,836,11/5/2015,11,2015,450000,Portola,4,SingleFamily,1951,"538,570.00","888,400",94134,-122.409904,37.719891
683,325 Berry St APT 108,41654,2.5,2,1247,11/5/2015,11,2015,1351000,South of Market,5,Condominium,2007,"1,452,722.00","975,700",94158,-122.395759,37.773387
684,1591 Jackson St # 305,14963,1,1,668,11/4/2015,11,2015,625000,Nob Hill,3,Condominium,1986,"664,412.00","1,459,200",94109,-122.421037,37.793914
685,3635 20th St,5749,3,6,4000,11/4/2015,11,2015,8125000,Mission,10,SingleFamily,1900,"7,406,262.00","1,185,400",94110,-122.422029,37.75821
686,266 S Hill Blvd,4072,2,3,1592,11/4/2015,11,2015,1135000,Crocker Amazon,8,SingleFamily,1926,"1,035,512.00","823,000",94112,-122.430315,37.709243
687,1469 Clayton St,2034,2,3,1943,11/4/2015,11,2015,1950000,Twin Peaks,6,Condominium,2009,"1,907,615.00","1,180,100",94114,-122.445118,37.758352
688,2327 Bush St,3454,3.5,3,2082,11/4/2015,11,2015,2410000,Lower Pacific Heights,7,Condominium,1890,"2,394,870.00","1,178,700",94115,-122.435622,37.786709
689,151 7th Ave,3000,1,3,1199,11/4/2015,11,2015,1200000,Lake,5,Condominium,1908,"1,167,915.00","2,244,500",94118,-122.466018,37.785644
690,135 Locust St,3044,3.5,4,2150,11/4/2015,11,2015,5410000,Presidio Heights,8,SingleFamily,1906,"5,210,040.00","5,333,500",94118,-122.452704,37.789745
691,3826 Lawton St,2500,1,2,950,11/4/2015,11,2015,910000,Outer Sunset,5,SingleFamily,1947,"903,840.00","1,031,800",94122,-122.504075,37.757009
692,1844 Greenwich St,3437,3,3,2251,11/4/2015,11,2015,2682000,Cow Hollow,7,Condominium,1910,"2,772,067.00","2,151,200",94123,-122.430127,37.799971
693,233 Topeka Ave,2831,1,2,887,11/4/2015,11,2015,720000,Silver Terrace,4,SingleFamily,1927,"648,320.00","736,700",94124,-122.396855,37.732938
694,855 Barneveld Ave,1873,1,3,1339,11/4/2015,11,2015,750000,Portola,6,SingleFamily,1948,"762,386.00","888,400",94134,-122.406771,37.732501
695,425 1st St UNIT 2106,56024,2,2,1238,11/3/2015,11,2015,1675000,South Beach,4,Condominium,2008,"1,679,063.00","1,286,900",94105,-122.392173,37.786064
696,451 Kansas St UNIT 378,80311,1,1,700,11/3/2015,11,2015,749000,Potrero Hill,3,Condominium,2007,"786,386.00","1,277,600",94107,-122.403289,37.76408
697,247 Connecticut St,2500,1,2,958,11/3/2015,11,2015,870000,Potrero Hill,4,Condominium,1908,"879,146.00","1,277,600",94107,-122.39725,37.76314
698,1133 Wisconsin St,2500,1,2,793,11/3/2015,11,2015,895000,Potrero Hill,4,SingleFamily,1939,"1,017,579.00","1,277,600",94107,-122.398225,37.75309
699,278 Clara St,1800,2,3,1462,11/3/2015,11,2015,1000000,South of Market,5,SingleFamily,1916,"1,072,176.00","975,700",94107,-122.404223,37.778225
700,1810 Polk St # 1,5904,1,1,778,11/3/2015,11,2015,850000,Nob Hill,3,Condominium,2006,"824,179.00","1,459,200",94109,-122.420944,37.793685
701,1950 Gough St APT 304,8284,1,1,1040,11/3/2015,11,2015,1227000,Pacific Heights,4,Condominium,1926,"1,172,276.00","1,910,700",94109,-122.425677,37.791558
702,1402 S Van Ness Ave,1744,3,3,1737,11/3/2015,11,2015,1500000,Mission,6,Condominium,1999,"1,604,894.00","1,185,400",94110,-122.416359,37.750633
703,749 Guerrero St,2430,1.5,4,1575,11/3/2015,11,2015,1637500,Mission,6,SingleFamily,1909,"1,757,306.00","1,185,400",94110,-122.423275,37.759217
704,102 Greenwood Ave,3650,1,3,1395,11/3/2015,11,2015,1215000,Westwood Park,7,SingleFamily,1920,"1,213,169.00","1,215,700",94112,-122.455843,37.728938
705,173A Hartford St,2075,1,2,1027,11/3/2015,11,2015,981000,Eureka Valley - Dolores Heights - Castro,5,Condominium,1900,"991,757.00","1,744,100",94114,-122.433532,37.759752
706,4318 17th St # 1,2188,3,3,1720,11/3/2015,11,2015,1388000,Corona Heights,5,Condominium,1989,"1,659,397.00","1,475,100",94114,-122.440974,37.762344
707,246 Eureka St,3040,1.5,2,1764,11/3/2015,11,2015,1800000,Eureka Valley - Dolores Heights - Castro,6,SingleFamily,1905,"1,875,948.00","1,744,100",94114,-122.438354,37.758272
708,1001 Ashbury St,1724,5,4,3423,11/3/2015,11,2015,3295000,Parnassus - Ashbury,8,SingleFamily,1928,"3,364,480.00","2,151,400",94117,-122.446216,37.764403
709,29 Park Hill Ave,2874,4,5,3000,11/3/2015,11,2015,4100000,Buena Vista Park,10,SingleFamily,1927,"4,528,567.00","1,500,900",94117,-122.438952,37.767666
710,2286 Filbert St,1885,1.5,2,1160,11/3/2015,11,2015,1225000,Cow Hollow,6,Condominium,1905,"1,247,911.00","2,151,200",94123,-122.437085,37.79804
711,1456 Chestnut St APT 2,0,2,3,1670,11/3/2015,11,2015,2200000,Marina,6,Condominium,2013,"2,338,014.00","2,186,800",94123,-122.42736,37.802234
712,3260 Baker St,1759,2,3,1856,11/3/2015,11,2015,2800000,Marina,6,SingleFamily,1954,"2,869,918.00","2,186,800",94123,-122.446321,37.801279
713,2869 Broderick St,2768,3,4,2670,11/3/2015,11,2015,3300000,Cow Hollow,8,SingleFamily,1910,"4,361,078.00","2,151,200",94123,-122.444179,37.796796
714,358 Ulloa St,3515,2,3,1047,11/3/2015,11,2015,1205000,Forest Hill Extension,4,SingleFamily,1956,"1,369,406.00","1,669,300",94127,-122.457902,37.741867
715,3840 Market St # 202,4317,1.5,2,936,11/3/2015,11,2015,830000,Twin Peaks,4,Condominium,1979,"843,523.00","1,180,100",94131,-122.442945,37.753095
716,487 Princeton St,1751,1,2,1050,11/3/2015,11,2015,775000,Portola,4,SingleFamily,1949,"776,657.00","888,400",94134,-122.413818,37.723829
717,177 Townsend St UNIT 427,42969,2,2,1011,11/2/2015,11,2015,1310000,South Beach,4,Condominium,2007,"1,266,069.00","1,286,900",94107,-122.391769,37.77898
718,229 Brannan St UNIT 8J,82966,2,2,1412,11/2/2015,11,2015,1810000,South Beach,5,Condominium,2001,"1,986,332.00","1,286,900",94107,-122.390364,37.782575
719,2040 Franklin St APT 506,14332,1,0,791,11/2/2015,11,2015,540000,Pacific Heights,3,Condominium,1966,"576,933.00","1,910,700",94109,-122.424316,37.793519
720,2725 20th St,962,1,2,665,11/2/2015,11,2015,975000,Mission,4,SingleFamily,1906,"925,138.00","1,185,400",94110,-122.408479,37.759114
721,124 Danvers St,2230,2,3,1865,11/2/2015,11,2015,1680000,Eureka Valley - Dolores Heights - Castro,5,SingleFamily,1935,"1,781,003.00","1,744,100",94114,-122.443374,37.759861
722,59 Mars St,2213,2,2,1600,11/2/2015,11,2015,1800000,Corona Heights,4,SingleFamily,1926,"1,603,561.00","1,475,100",94114,-122.444406,37.761217
723,1805 Fillmore St APT 305,10687,2,2,1129,11/2/2015,11,2015,1125000,Lower Pacific Heights,6,Condominium,1986,"1,169,653.00","1,178,700",94115,-122.433645,37.786253
724,1983 44th Ave,1746,1,2,1162,11/2/2015,11,2015,950000,Outer Parkside,5,SingleFamily,1947,"918,148.00","981,900",94116,-122.503271,37.749669
725,612 26th Ave,0,1,2,1181,11/2/2015,11,2015,1008000,Central Richmond,6,Condominium,1923,"1,009,954.00","1,485,300",94121,-122.485586,37.777782
726,51 Molimo Dr,2713,2,3,1194,11/2/2015,11,2015,1250000,Miraloma Park,6,SingleFamily,1952,"1,153,089.00","1,250,700",94127,-122.447011,37.736387
727,1315 Monterey Blvd,5392,2.5,4,3345,11/2/2015,11,2015,2350000,Mount Davidson Manor,10,SingleFamily,1928,"2,373,031.00","1,378,600",94127,-122.46357,37.730578
728,574 Dellbrook Ave,4072,2,3,1054,11/2/2015,11,2015,1200000,Midtown Terrace,5,SingleFamily,1958,"1,293,766.00","1,117,200",94131,-122.453242,37.756052
729,251 14th St,0,1.5,3,1526,10/30/2015,10,2015,1024000,Mission,6,Condominium,1907,"1,079,192.00","1,185,400",94103,-122.418914,37.768138
730,48 Langton St # 2,1955,3,2,1274,10/30/2015,10,2015,1400000,South of Market,7,Condominium,2009,"1,471,550.00","975,700",94103,-122.409263,37.776798
731,400 Beale St APT 1504,27581,1,1,832,10/30/2015,10,2015,778000,South Beach,4,Condominium,2002,"821,456.00","1,286,900",94105,-122.390925,37.78691
732,246 2nd St APT 1408,12933,1,1,670,10/30/2015,10,2015,799000,Yerba Buena,3,Condominium,2000,"804,628.00","1,006,900",94105,-122.397404,37.78575
733,81 Lansing St APT 407,16800,1,1,1085,10/30/2015,10,2015,1140000,South Beach,4,Condominium,1995,"971,702.00","1,286,900",94105,-122.394039,37.78565
734,1301 Indiana St UNIT 404,0,2,3,1476,10/30/2015,10,2015,1400000,Central Waterfront - Dogpatch,5,Condominium,2012,"1,433,379.00","1,129,000",94107,-122.390812,37.754439
735,1 Daniel Burnham Ct APT 904,46157,1,1,745,10/30/2015,10,2015,325000,Van Ness - Civic Center,3,Condominium,1988,"749,912.00","855,500",94109,-122.4225,37.786755
736,128 Ripley St # 1,1875,3,2,1553,10/30/2015,10,2015,1250000,Bernal Heights,6,Condominium,1981,"1,335,818.00","1,248,000",94110,-122.412246,37.744025
737,3310 19th St APT 301,3745,2.5,3,1490,10/30/2015,10,2015,1510000,Mission,9,Condominium,2002,"1,472,788.00","1,185,400",94110,-122.41732,37.760504
738,29 Oakwood St APT 15,39396,2,2,1261,10/30/2015,10,2015,1540000,Mission,6,Condominium,2008,"1,522,788.00","1,185,400",94110,-122.424362,37.760635
739,3278 21st St,1947,3,4,3220,10/30/2015,10,2015,1550000,Mission,11,MultiFamily2To4,1876,"2,904,027.00","1,185,400",94110,-122.420647,37.757133
740,222 Andover St,1750,3,3,1509,10/30/2015,10,2015,1650000,Bernal Heights,6,SingleFamily,1924,"1,562,554.00","1,248,000",94110,-122.416625,37.740084
741,2405 Folsom St APT 4,5693,3.5,3,1844,10/30/2015,10,2015,1900000,Mission,9,Condominium,2008,"2,018,027.00","1,185,400",94110,-122.414367,37.758743
742,2220 Cayuga Ave,2722,1,2,1375,10/30/2015,10,2015,575000,Outer Mission,5,SingleFamily,1929,"727,753.00","814,200",94112,-122.45504,37.710147
743,35 Rolph St,2495,1,2,1350,10/30/2015,10,2015,920000,Crocker Amazon,5,SingleFamily,1925,"705,284.00","823,000",94112,-122.440734,37.715623
744,19 Del Monte St,2040,1,3,1800,10/30/2015,10,2015,960000,Outer Mission,6,SingleFamily,1924,"1,083,173.00","814,200",94112,-122.442897,37.71607
745,406 Capistrano Ave,3075,1,2,1125,10/30/2015,10,2015,1075000,Mission Terrace,5,SingleFamily,1925,"1,052,996.00","992,600",94112,-122.439125,37.725459
746,221 Eureka St,3123,1,2,1214,10/30/2015,10,2015,1150000,Eureka Valley - Dolores Heights - Castro,5,Condominium,1908,"1,192,867.00","1,744,100",94114,-122.437755,37.758687
747,4146 22nd St,1620,1,2,1455,10/31/2015,10,2015,1787500,Eureka Valley - Dolores Heights - Castro,7,SingleFamily,1903,"1,809,435.00","1,744,100",94114,-122.438462,37.754417
748,2614 Buchanan St APT 4,3869,1,0,496,10/30/2015,10,2015,435000,Pacific Heights,2,Condominium,1900,"547,312.00","1,910,700",94115,-122.43125,37.794315
749,4736 17th St,3711,2,4,2250,10/30/2015,10,2015,2600000,Parnassus - Ashbury,6,SingleFamily,1911,"2,712,411.00","2,151,400",94117,-122.448508,37.76197
750,6444 Geary Blvd,2887,1,2,832,10/30/2015,10,2015,777000,Central Richmond,5,Condominium,2006,"938,586.00","1,485,300",94121,-122.488721,37.780196
